test_stat,main_stat,p-value
151.0342241,,
144.3158581,,
142.6458628,,
98.88886134,,
154.9914768,,
150.2602385,,
114.749623,,
134.128891,,
118.5224876,,
127.4208671,,
155.8841079,,
131.4456564,,
128.1815433,,
117.3761058,,
146.1255711,,
148.5508775,,
156.8178082,,
116.831605,,
163.9581526,,
130.0787654,,
146.331155,,
137.3460961,,
149.9631539,,
96.80788187,,
117.5636262,,
133.0855308,,
160.4455962,,
101.8851229,,
147.2064582,,
118.2286552,,
147.8240961,,
119.3406837,,
139.1527826,,
116.958966,,
126.9822337,,
160.6671194,,
187.1120448,,
116.4291305,,
179.552954,,
181.2837292,,
126.4281057,,
112.286605,,
119.8062898,,
148.9390611,,
125.9052693,,
130.1844934,,
151.476808,,
174.3376033,,
122.9158986,,
109.3849234,,
181.5071815,,
114.9116816,,
133.2907433,,
167.0092784,,
135.3945431,,
137.8495915,,
141.3392625,,
131.8158504,,
178.0767665,,
156.2374097,,
122.3993977,,
114.50099,,
122.6562842,,
148.3644372,,
144.6798882,,
176.7352436,,
152.9211141,,
118.4263411,,
145.7859905,,
138.9552738,,
142.0284037,,
132.200538,,
129.4472604,,
121.6904448,,
128.4305331,,
162.4813127,,
130.450324,,
145.807311,,
147.3258901,,
138.3498034,,
118.5443981,,
124.7649365,,
122.1802235,,
132.5683279,,
114.6004719,,
93.13852164,,
144.0964745,,
136.9694812,,
120.4101327,,
148.1807131,,
101.8811148,,
156.7015463,,
145.1299708,,
127.1453324,,
178.2793231,,
94.52098701,,
128.1493254,,
165.8625985,,
124.2049867,,
139.5309224,,
182.4056059,,
115.0454047,,
135.625786,,
149.4359264,,
169.2588001,,
150.5497516,,
121.7338254,,
124.4444029,,
128.9443712,,
125.1186975,,
107.1349804,,
147.9976313,,
178.634027,,
136.9661032,,
174.7915872,,
130.6483764,,
129.6656034,,
121.3268931,,
138.4971518,,
145.216803,,
115.7241701,,
156.3484269,,
134.797784,,
158.0470682,,
132.532781,,
106.5879813,,
126.0630912,,
158.2260964,,
133.0152031,,
124.8161706,,
128.4231387,,
143.4930913,,
125.9665055,,
102.8840557,,
134.3831005,,
105.0650671,,
155.3165081,,
112.0021992,,
134.2723389,,
107.8439644,,
152.0811991,,
110.8374605,,
185.3406427,,
101.5229964,,
121.3103825,,
130.2852849,,
103.8288435,,
165.8886725,,
109.9477454,,
110.7815629,,
177.0164289,,
146.7328827,,
131.2007729,,
146.1807876,,
125.3239267,,
127.6300897,,
145.1868083,,
147.2759622,,
132.2501754,,
125.4125091,,
136.3614488,,
128.6719218,,
117.6709233,,
170.2845869,,
139.9405768,,
109.3867843,,
113.1610768,,
146.2687771,,
108.0553213,,
126.9776821,,
104.3386653,,
139.5063687,,
111.8465836,,
128.8947629,,
117.5327816,,
106.8752902,,
158.7621951,,
149.7822054,,
151.3712314,,
156.1193774,,
142.1039325,,
133.0365197,,
142.6920527,,
141.5201309,,
127.9117813,,
131.0777801,,
122.1191455,,
96.78914671,,
152.4910967,,
120.8699517,,
142.6389492,,
152.150597,,
112.7390807,,
146.2999273,,
129.215304,,
164.0231304,,
158.0576309,,
160.2896302,,
137.0052964,,
140.6900947,,
123.8000541,,
152.6052245,,
135.8198726,,
145.2135811,,
112.0725917,,
129.245672,,
134.9371639,,
156.0681385,,
116.7122632,,
115.2581351,,
133.371125,,
146.1875637,,
135.7736425,,
125.9414902,,
160.2212667,,
135.7158402,,
116.5337865,,
163.9026427,,
134.6753728,,
113.6608526,,
113.0599214,,
161.9113225,,
172.4191029,,
156.8085423,,
130.4704928,,
151.8614177,,
147.497407,,
134.2529193,,
137.0429541,,
124.5080238,,
122.0209907,,
138.2195078,,
